id,species,treatment,est,se,low,high,p
F59766,Roach,Control,0.811564273409522,0.09113493919086041,0.6329430748621877,0.9901854719568562,5.334571840766497e-19
F59767,Roach,Control,-1.18428425,0.16470069364245057,-1.50709168,-0.73852318,0.2631811295710823
F59768,Roach,Control,0.6755657076725544,0.09562991597081615,0.4881345165251631,0.8629968988199457,1.6133904313214452e-12
F59770,Roach,Control,0.4473219421703707,0.15746345351871183,0.13869924439239872,0.7559446399483427,0.004500073659378905
F59772,Roach,Control,0.5946387618881589,0.11228579552589074,0.37456264668198436,0.8147148770943334,1.1852162777313646e-7
F59773,Roach,Control,0.18037143529177677,0.13941617044822402,-0.09287923764923964,0.45362210823279314,0.1957474147195029
F59774,Roach,Control,0.5355271789280783,0.09665059909302787,0.34609548562152415,0.7249588722346325,3.009944003118549e-8
F59775,Roach,Control,0.3641566881558847,0.10016780111381805,0.16783140556223025,0.5604819707495392,2.774780218782676e-4
F59776,Roach,Control,-0.23368440311252098,0.5069310265557522,-1.2272509578077127,0.7598821515826708,0.644813890401589
F59777,Roach,Control,-0.09986053941456637,0.11774106203389716,-0.33062878050250105,0.13090770167336835,0.39636173327108565
F59779,Roach,Control,0.14884967932896281,0.14380300830835027,-0.1329990378239178,0.43069839648184344,0.30062485768908076
F59780,Roach,Control,0.8438308822049142,0.09415157441244591,0.6592971872687774,1.028364577141051,3.1747861802638994e-19
F59781,Roach,Control,-0.9971548810438968,0.24364836634463252,-1.4746969039713975,-0.5196128581163961,4.26566384313072e-5
F59782,Roach,Control,0.4726987389518082,0.11926641959883032,0.23894085197305878,0.7064566259305576,7.389446624776427e-5
F59783,Roach,Control,-0.8618460743725869,0.6295901941913173,-2.0958201800071476,0.3721280312619737,0.1710305071940176
F59800,Roach,Exposed,0.6799254600437954,0.08632838580118125,0.5107249330300012,0.8491259870575896,3.3793135832502823e-15
F59802,Roach,Exposed,0.8495418274385639,0.09545179589426325,0.6624597452261397,1.036623909650988,5.573691800056833e-19
F59803,Roach,Exposed,-0.7825607040618364,0.46610527754345943,-1.6961102610510628,0.13098885292738993,0.09316461207996417
F59804,Roach,Exposed,0.3699845284490872,0.12532647096631827,0.12434915904559868,0.6156198978525758,0.0031555338857305044
F59805,Roach,Exposed,1.65894558,0.09442590727287103,0.87387421,1.94401696,2.9847440737148295e-12
F59807,Roach,Exposed,0.15766823367030222,0.2053935632797431,-0.24489575301434272,0.5602322203549471,0.442701326441332
F59808,Roach,Exposed,0.5653248744885856,0.09410463459763757,0.38088317989891407,0.7497665690782571,1.8851345415375816e-9
F59809,Roach,Exposed,0.1045888576085274,0.19181765111157648,-0.2713668301692319,0.48054454538628666,0.5855805715664786
F59810,Roach,Exposed,-0.37360382,0.7840934971467324,-1.41039883,0.8368088,1.6884127468213867e-5
F59811,Roach,Exposed,1.143662012584915,0.11722289968939253,0.9139093510303542,1.373414674139476,1.733616244377197e-22
F59812,Roach,Exposed,-0.31359785758102393,0.11966850728006154,-0.5481438219336138,-0.07905189322843412,0.008778687058973306
F59813,Roach,Exposed,0.5478397421676025,0.09168301258367534,0.36814433950946623,0.7275351448257387,2.2957132090416895e-9
F59814,Roach,Exposed,0.9304289881326959,0.10321095360140732,0.728139236263903,1.1327187400014889,1.9717974544436664e-19
F59815,Roach,Exposed,-0.3179081794807613,0.12131031931017786,-0.5556720362817636,-0.08014432267975888,0.008777018188091502
F59816,Roach,Exposed,1.148108434095315,0.1176657350040735,0.917487831272897,1.378729036917733,1.7154152936057338e-22
