trace82,63°46'14.70190"N,20°02'48.49134"E,87.734,trace2
trace83,63°46'14.70144"N,20°02'48.48541"E,87.727,trace2
trace84,63°46'14.70423"N,20°02'48.49429"E,87.728,trace2
trace85,63°46'14.71032"N,20°02'48.51620"E,87.729,trace2
trace86,63°46'14.71605"N,20°02'48.52968"E,87.726,trace2
trace87,63°46'14.72173"N,20°02'48.53986"E,87.719,trace2
trace88,63°46'14.72600"N,20°02'48.53858"E,87.712,trace2
trace89,63°46'14.73099"N,20°02'48.53660"E,87.727,trace2
trace90,63°46'14.73618"N,20°02'48.53605"E,87.734,trace2
trace91,63°46'14.74432"N,20°02'48.54479"E,87.727,trace2
trace92,63°46'14.75141"N,20°02'48.56083"E,87.735,trace2
trace93,63°46'14.75058"N,20°02'48.54699"E,87.712,trace2
trace94,63°46'14.75288"N,20°02'48.54294"E,87.731,trace2
trace95,63°46'14.76636"N,20°02'48.58591"E,87.727,trace2
trace96,63°46'14.77657"N,20°02'48.61782"E,87.728,trace2
trace97,63°46'14.78674"N,20°02'48.65432"E,87.730,trace2
trace98,63°46'14.79501"N,20°02'48.68408"E,87.732,trace2
trace99,63°46'14.79705"N,20°02'48.68758"E,87.710,trace2
trace100,63°46'14.79712"N,20°02'48.68344"E,87.724,trace2
trace101,63°46'14.79746"N,20°02'48.68161"E,87.719,trace2
trace102,63°46'14.80219"N,20°02'48.69827"E,87.733,trace2
trace103,63°46'14.96093"N,20°02'48.82822"E,87.769,
trace104,63°46'14.96248"N,20°02'48.83134"E,87.752,
trace105,63°46'14.96521"N,20°02'48.83882"E,87.767,
trace106,63°46'14.96666"N,20°02'48.85869"E,87.762,
trace107,63°46'14.96827"N,20°02'48.86548"E,87.752,
trace108,63°46'14.97217"N,20°02'48.86040"E,87.775,
trace109,63°46'14.97572"N,20°02'48.86968"E,87.749,
trace110,63°46'14.97909"N,20°02'48.88775"E,87.764,
trace111,63°46'14.98434"N,20°02'48.92414"E,87.754,
trace112,63°46'14.98920"N,20°02'48.97405"E,87.740,
trace113,63°46'14.99005"N,20°02'49.03225"E,87.732,
trace114,63°46'14.99329"N,20°02'49.08091"E,87.732,
trace115,63°46'14.99694"N,20°02'49.13329"E,87.752,
trace116,63°46'15.00323"N,20°02'49.19011"E,87.739,
trace117,63°46'15.01303"N,20°02'49.23608"E,87.736,
trace118,63°46'15.01728"N,20°02'49.30533"E,87.725,
trace119,63°46'15.01939"N,20°02'49.35326"E,87.754,
trace120,63°46'15.02135"N,20°02'49.38028"E,87.750,
trace121,63°46'15.02361"N,20°02'49.39273"E,87.735,
trace122,63°46'15.02666"N,20°02'49.39120"E,87.729,
trace123,63°46'15.03270"N,20°02'49.40645"E,87.738,
trace124,63°46'15.03737"N,20°02'49.42848"E,87.747,
trace125,63°46'15.04390"N,20°02'49.46456"E,87.720,
trace126,63°46'15.04964"N,20°02'49.48979"E,87.730,
trace127,63°46'15.05491"N,20°02'49.53573"E,87.736,
trace128,63°46'15.05730"N,20°02'49.56301"E,87.722,
trace129,63°46'15.06144"N,20°02'49.59302"E,87.746,
trace130,63°46'15.06681"N,20°02'49.61625"E,87.737,
trace131,63°46'15.07193"N,20°02'49.63675"E,87.727,
trace132,63°46'15.08305"N,20°02'49.64503"E,87.744,
trace133,63°46'15.09031"N,20°02'49.67883"E,87.747,
trace134,63°46'15.09558"N,20°02'49.70534"E,87.735,
trace135,63°46'15.10259"N,20°02'49.74017"E,87.746,
trace136,63°46'15.10850"N,20°02'49.75738"E,87.736,
trace137,63°46'15.11706"N,20°02'49.78127"E,87.739,
trace138,63°46'15.12619"N,20°02'49.81295"E,87.740,
trace139,63°46'15.13015"N,20°02'49.85281"E,87.740,
trace140,63°46'15.13553"N,20°02'49.89900"E,87.743,
trace141,63°46'15.13841"N,20°02'49.92881"E,87.751,
trace142,63°46'15.14417"N,20°02'49.97147"E,87.757,
trace143,63°46'15.14807"N,20°02'50.01657"E,87.756,
trace144,63°46'15.15256"N,20°02'50.06470"E,87.746,
trace145,63°46'15.15683"N,20°02'50.11716"E,87.739,
trace146,63°46'15.16122"N,20°02'50.16886"E,87.740,
trace147,63°46'15.16490"N,20°02'50.20300"E,87.741,
trace148,63°46'15.16948"N,20°02'50.24564"E,87.756,
trace149,63°46'15.17508"N,20°02'50.30726"E,87.744,
trace150,63°46'15.18110"N,20°02'50.35998"E,87.729,
trace151,63°46'15.18736"N,20°02'50.38580"E,87.730,
trace152,63°46'15.19505"N,20°02'50.42112"E,87.741,
trace153,63°46'15.20331"N,20°02'50.47222"E,87.751,
trace154,63°46'15.21011"N,20°02'50.51376"E,87.724,
trace155,63°46'15.21445"N,20°02'50.53198"E,87.740,
trace156,63°46'15.21989"N,20°02'50.54580"E,87.724,
trace157,63°46'15.22797"N,20°02'50.57736"E,87.729,
trace158,63°46'15.23224"N,20°02'50.60966"E,87.730,
trace159,63°46'15.23565"N,20°02'50.61724"E,87.727,
trace160,63°46'15.24229"N,20°02'50.66554"E,87.724,
trace161,63°46'15.24838"N,20°02'50.70467"E,87.729,
trace162,63°46'15.25302"N,20°02'50.73296"E,87.725,
trace163,63°46'15.25890"N,20°02'50.76359"E,87.732,
trace164,63°46'15.26426"N,20°02'50.79957"E,87.746,
trace165,63°46'15.27022"N,20°02'50.85581"E,87.730,
trace166,63°46'15.27408"N,20°02'50.90678"E,87.748,
trace167,63°46'15.27605"N,20°02'50.93841"E,87.748,
trace168,63°46'15.27961"N,20°02'50.97819"E,87.739,
trace169,63°46'15.28260"N,20°02'51.01217"E,87.739,
trace170,63°46'15.28543"N,20°02'51.02937"E,87.744,
trace171,63°46'15.29146"N,20°02'51.08161"E,87.750,
trace172,63°46'15.29691"N,20°02'51.13573"E,87.760,
trace173,63°46'15.29916"N,20°02'51.14396"E,87.745,
trace174,63°46'15.30276"N,20°02'51.15429"E,87.758,
trace175,63°46'15.30810"N,20°02'51.20392"E,87.754,
trace176,63°46'15.31188"N,20°02'51.22509"E,87.771,
trace177,63°46'15.31641"N,20°02'51.25301"E,87.755,
trace178,63°46'15.32160"N,20°02'51.28633"E,87.744,
trace179,63°46'15.32612"N,20°02'51.31189"E,87.739,
trace180,63°46'15.33125"N,20°02'51.34701"E,87.749,
trace181,63°46'15.33457"N,20°02'51.37555"E,87.737,
trace182,63°46'15.33932"N,20°02'51.40243"E,87.749,
trace183,63°46'15.34376"N,20°02'51.42089"E,87.757,
trace184,63°46'15.34863"N,20°02'51.43000"E,87.745,
trace185,63°46'15.35527"N,20°02'51.45825"E,87.735,
trace186,63°46'15.35860"N,20°02'51.50368"E,87.747,
trace187,63°46'15.36189"N,20°02'51.53526"E,87.751,
trace188,63°46'15.36483"N,20°02'51.56295"E,87.764,
trace189,63°46'15.36934"N,20°02'51.59316"E,87.759,
trace190,63°46'15.37246"N,20°02'51.61752"E,87.745,
trace191,63°46'15.37733"N,20°02'51.65749"E,87.746,
trace192,63°46'15.38070"N,20°02'51.68981"E,87.747,
trace193,63°46'15.38510"N,20°02'51.74337"E,87.748,
trace194,63°46'15.38781"N,20°02'51.78971"E,87.740,
trace195,63°46'15.39064"N,20°02'51.81706"E,87.751,
trace196,63°46'15.39195"N,20°02'51.83084"E,87.751,
trace197,63°46'15.39280"N,20°02'51.82348"E,87.757,
trace198,63°46'15.39255"N,20°02'51.82255"E,87.747,
trace199,63°46'15.39206"N,20°02'51.84220"E,87.741,
trace200,63°46'15.39011"N,20°02'51.85562"E,87.749,
trace201,63°46'15.38820"N,20°02'51.82967"E,87.762,
trace202,63°46'15.38634"N,20°02'51.79936"E,87.741,
trace203,63°46'15.38479"N,20°02'51.78065"E,87.737,
trace204,63°46'15.37984"N,20°02'51.75595"E,87.747,
trace205,63°46'15.36162"N,20°02'51.74151"E,87.738,
trace206,63°46'15.34039"N,20°02'51.71673"E,87.768,
trace207,63°46'15.32647"N,20°02'51.67933"E,87.763,
trace208,63°46'15.30781"N,20°02'51.67626"E,87.736,
trace209,63°46'15.28867"N,20°02'51.66886"E,87.745,
trace210,63°46'15.27045"N,20°02'51.65367"E,87.764,
trace211,63°46'15.25039"N,20°02'51.62671"E,87.744,
trace212,63°46'15.23305"N,20°02'51.60850"E,87.734,
trace213,63°46'15.21264"N,20°02'51.59125"E,87.740,
trace214,63°46'15.19473"N,20°02'51.57069"E,87.756,
trace215,63°46'15.17548"N,20°02'51.55092"E,87.753,
trace216,63°46'15.15721"N,20°02'51.53082"E,87.746,
trace217,63°46'15.13844"N,20°02'51.51463"E,87.780,
trace218,63°46'15.12004"N,20°02'51.49861"E,87.756,
trace219,63°46'15.10167"N,20°02'51.47538"E,87.735,
trace220,63°46'15.08091"N,20°02'51.48649"E,87.755,
trace221,63°46'15.06212"N,20°02'51.50803"E,87.741,
trace222,63°46'15.04483"N,20°02'51.52034"E,87.755,
trace223,63°46'15.03356"N,20°02'51.52617"E,87.750,
trace224,63°46'15.01836"N,20°02'51.52552"E,87.735,
trace225,63°46'15.01017"N,20°02'51.48713"E,87.752,
trace226,63°46'14.99672"N,20°02'51.44844"E,87.731,
trace227,63°46'14.97597"N,20°02'51.44318"E,87.750,
trace228,63°46'14.96578"N,20°02'51.40403"E,87.751,
trace229,63°46'14.96007"N,20°02'51.35363"E,87.762,
trace230,63°46'14.95162"N,20°02'51.30687"E,87.761,
trace231,63°46'14.93743"N,20°02'51.26473"E,87.741,
trace232,63°46'14.92263"N,20°02'51.21585"E,87.734,
trace233,63°46'14.90434"N,20°02'51.18080"E,87.731,
trace234,63°46'14.88686"N,20°02'51.14982"E,87.720,
trace235,63°46'14.87607"N,20°02'51.10466"E,87.728,
trace236,63°46'14.86988"N,20°02'51.05620"E,87.729,
trace237,63°46'14.85858"N,20°02'51.01848"E,87.759,
trace238,63°46'14.85851"N,20°02'50.96685"E,87.750,
trace239,63°46'14.86451"N,20°02'50.93010"E,87.725,
trace240,63°46'14.84903"N,20°02'50.91094"E,87.750,
trace241,63°46'14.83957"N,20°02'50.87711"E,87.740,
trace242,63°46'14.83049"N,20°02'50.83759"E,87.748,
trace243,63°46'14.81327"N,20°02'50.83523"E,87.750,
trace244,63°46'14.79213"N,20°02'50.83664"E,87.760,
trace245,63°46'14.77583"N,20°02'50.83595"E,87.777,
trace246,63°46'14.76325"N,20°02'50.82044"E,87.785,
trace247,63°46'14.75071"N,20°02'50.80121"E,87.773,
trace248,63°46'14.73355"N,20°02'50.78753"E,87.768,
trace249,63°46'14.70958"N,20°02'50.79067"E,87.727,
trace250,63°46'14.69774"N,20°02'50.77514"E,87.742,
trace251,63°46'14.67696"N,20°02'50.77539"E,87.778,
trace252,63°46'14.66312"N,20°02'50.77722"E,87.783,
trace253,63°46'14.65284"N,20°02'50.76282"E,87.756,
trace254,63°46'14.64152"N,20°02'50.76064"E,87.790,
trace255,63°46'14.63231"N,20°02'50.75511"E,87.776,
trace256,63°46'14.62575"N,20°02'50.74913"E,87.741,
trace257,63°46'14.62209"N,20°02'50.73944"E,87.771,
Ref tag 65065,63°46'14.83758"N,20°02'50.27620"E,87.923,65065
