"Prey_ID","Pike_ID","Date","Species","encounter_count_high_conf","encounter_count_probable","encounter_count_possible","daily_avg_dist","daily_min_dist"
"F59825","F59895",2022-10-26,"Roach",2,5,17,22.2182751806477,2.34253151707816
"F59825","F59895",2022-10-27,"Roach",0,1,8,16.7956499043465,5.98583592576678
"F59825","F59895",2022-10-28,"Roach",9,38,44,13.8698994584966,2.06179636922286
"F59825","F59895",2022-10-29,"Roach",2,13,26,18.9080957236172,2.55280302031173
"F59825","F59896",2022-09-27,"Roach",0,23,289,19.5971193219,3.81373518351184
"F59825","F59896",2022-09-28,"Roach",0,16,259,17.111055911414,5.01824667060471
"F59825","F59896",2022-09-29,"Roach",88,360,447,14.121756414996,0.840698328208924
"F59825","F59896",2022-09-30,"Roach",143,110,370,17.9125928415869,0.45896020041859
"F59825","F59896",2022-10-01,"Roach",52,78,261,18.1964277561924,1.53080750176188
"F59825","F59896",2022-10-02,"Roach",122,283,312,15.0452358740921,0.471970802429369
"F59825","F59896",2022-10-03,"Roach",18,89,246,21.0389805432296,0.811617090291489
"F59825","F59896",2022-10-04,"Roach",2,134,172,15.5810128138508,2.7581543934192
"F59825","F59896",2022-10-05,"Roach",242,308,131,19.4138572705374,1.57096137696669
"F59825","F59896",2022-10-06,"Roach",28,60,84,29.2701951675484,1.11817873768256
"F59825","F59896",2022-10-07,"Roach",7,39,84,28.6142840058124,1.18111513033013
"F59825","F59896",2022-10-08,"Roach",0,25,42,26.3755712621456,3.84802780499513
"F59825","F59896",2022-10-09,"Roach",27,91,1355,17.4409762666572,0.944815500255261
"F59825","F59896",2022-10-10,"Roach",2,102,168,23.4280417802674,2.3064526902749
"F59825","F59896",2022-10-11,"Roach",63,362,385,17.0604246188558,1.4697533427247
"F59825","F59896",2022-10-12,"Roach",166,466,727,14.9223108188336,0.518836275433729
"F59825","F59896",2022-10-13,"Roach",189,450,458,17.0359276720478,0.414306700477982
"F59825","F59896",2022-10-14,"Roach",42,103,150,15.3653914300032,0.978060659588775
"F59825","F59896",2022-10-15,"Roach",132,367,344,12.8243919956948,0.494965964223751
"F59825","F59896",2022-10-16,"Roach",204,379,443,12.4587838355332,0.57657158229847
"F59825","F59896",2022-10-17,"Roach",18,120,243,12.6185464032842,0.994032885682179
"F59825","F59896",2022-10-18,"Roach",37,136,625,11.3809199031902,1.53947505853659
"F59825","F59896",2022-10-19,"Roach",194,509,673,9.70642951807432,0.813514757442928
"F59825","F59896",2022-10-20,"Roach",4,27,30,13.4405315188828,2.33854892840634
"F59825","F59896",2022-10-21,"Roach",0,0,0,14.8646098335957,12.3687237189206
"F59825","F59896",2022-10-22,"Roach",0,0,0,14.3629774008029,12.3686832801208
"F59825","F59896",2022-10-23,"Roach",0,0,0,13.7165492007243,12.3689678583195
"F59825","F59896",2022-10-24,"Roach",0,0,0,14.3791387395178,12.3704430363909
"F59825","F59896",2022-10-25,"Roach",0,0,0,15.231181433291,12.3721004141861
"F59825","F59896",2022-10-26,"Roach",0,0,0,15.996285119558,12.3709861481434
"F59825","F59896",2022-10-27,"Roach",0,0,0,21.3127614916101,12.441079765382
"F59825","F59896",2022-10-28,"Roach",0,0,0,16.3885606263058,12.3711283906797
"F59825","F59896",2022-10-29,"Roach",0,7,57,13.5929535910785,5.48559942968986
"F59825","F59896",2022-10-30,"Roach",0,0,17,13.4095949276034,8.5851378254209
"F59825","F59897",2022-09-27,"Roach",0,26,289,25.6270964215074,3.82894964269412
"F59825","F59897",2022-09-28,"Roach",0,2,9,21.1646855341746,4.85455922498711
"F59825","F59897",2022-09-29,"Roach",0,0,2,26.5094430174276,8.91591593357403
"F59825","F59897",2022-09-30,"Roach",0,5,30,23.0097385211332,4.28805631436899
"F59825","F59897",2022-10-01,"Roach",7,29,116,23.8122392429633,2.18062939624099
"F59825","F59897",2022-10-02,"Roach",1,41,192,17.4397250483513,2.67111507257745
"F59825","F59897",2022-10-03,"Roach",36,360,230,14.457547391256,0.966531136362563
"F59825","F59897",2022-10-04,"Roach",4,106,247,16.1498946098627,2.58641491942646
"F59825","F59897",2022-10-05,"Roach",33,125,160,16.580066479788,1.24226995548373
"F59825","F59897",2022-10-06,"Roach",9,56,131,28.5989595381755,0.989930955305298
"F59825","F59897",2022-10-07,"Roach",11,85,223,22.5354461392151,1.29476951837224
"F59825","F59897",2022-10-08,"Roach",10,41,70,24.3370074387576,1.16387998889534
"F59825","F59897",2022-10-09,"Roach",0,1,13,27.306630468309,5.83255972328428
"F59825","F59897",2022-10-10,"Roach",0,3,56,26.299722737452,4.72466167764034
"F59825","F59897",2022-10-11,"Roach",0,23,70,18.2912922059477,3.14374780841759
"F59825","F59897",2022-10-12,"Roach",13,28,88,19.8328196891942,1.18821543082698
"F59825","F59897",2022-10-13,"Roach",21,74,112,20.7927050178771,1.23662235284072
"F59825","F59897",2022-10-14,"Roach",8,43,53,18.8341648196989,1.34601406644918
"F59825","F59897",2022-10-15,"Roach",44,138,179,21.5790226039527,0.966013943115582
"F59825","F59897",2022-10-16,"Roach",12,54,38,23.9482374383071,1.01150691761652
"F59825","F59897",2022-10-17,"Roach",14,25,34,17.1478044966492,1.66751853743131
"F59825","F59897",2022-10-18,"Roach",3,32,168,14.7666166318749,1.20228013041625
"F59825","F59897",2022-10-19,"Roach",11,55,207,15.4932044374151,2.00919033625177
"F59825","F59897",2022-10-20,"Roach",0,0,0,20.0101766350203,12.0719755890148
"F59825","F59897",2022-10-21,"Roach",1,41,74,15.5782461941954,2.98874561941264
"F59825","F59897",2022-10-22,"Roach",4,43,86,15.3671381231046,2.26363143832517
"F59825","F59897",2022-10-23,"Roach",12,174,236,10.182412947446,1.38413883764933
"F59825","F59897",2022-10-24,"Roach",3,19,43,24.0397195925091,2.41701008529032
"F59825","F59897",2022-10-25,"Roach",0,0,4,24.6570894377438,7.76620668600276
"F59825","F59897",2022-10-26,"Roach",5,36,41,11.9316216958009,2.05982670445581
"F59825","F59897",2022-10-27,"Roach",0,0,0,20.484413753608,9.3191716879706
"F59825","F59897",2022-10-28,"Roach",2,3,23,18.8751525872967,2.40050226603597
"F59825","F59897",2022-10-29,"Roach",0,0,22,23.1341005011031,6.87500262271273
"F59825","F59897",2022-10-30,"Roach",17,63,87,11.3682066356503,2.05583685414941
"F59825","F59898",2022-09-27,"Roach",0,138,397,14.3085051048759,4.31574043080643
"F59825","F59898",2022-09-28,"Roach",2,47,53,16.9512561398438,2.44550572277783
"F59825","F59898",2022-09-29,"Roach",0,30,31,25.0312488063946,3.95565356037095
"F59825","F59898",2022-09-30,"Roach",0,0,31,24.8999439473017,6.42191473621905
"F59825","F59898",2022-10-01,"Roach",2,7,11,26.1464725172968,0.978960795015659
"F59825","F59898",2022-10-02,"Roach",0,14,27,21.272273567866,4.26286916172157
"F59825","F59898",2022-10-03,"Roach",11,62,372,14.7311849127665,1.15163369860226
"F59825","F59898",2022-10-04,"Roach",24,71,548,14.0438783850163,1.93049872701621
"F59825","F59898",2022-10-05,"Roach",17,63,105,17.797878902683,1.21436616057598
"F59825","F59898",2022-10-06,"Roach",52,135,485,24.0995913509908,1.42564905583671
"F59825","F59898",2022-10-07,"Roach",101,127,128,24.2645113322172,1.01796557690158
"F59825","F59898",2022-10-08,"Roach",197,719,235,12.6104499576456,0.692559043109542
"F59825","F59898",2022-10-09,"Roach",117,227,584,21.2240300404005,1.54236567525708
"F59825","F59898",2022-10-10,"Roach",10,55,40,27.3764102767826,1.13457771118457
"F59825","F59898",2022-10-11,"Roach",6,97,432,16.3622545400734,1.71973629550309
"F59825","F59898",2022-10-12,"Roach",33,926,447,12.3912726769908,0.510942662175626
"F59825","F59898",2022-10-13,"Roach",1,23,325,18.6974981483175,2.83195203299778
"F59825","F59898",2022-10-14,"Roach",76,175,654,14.6000300368802,1.14143677707889
"F59825","F59898",2022-10-15,"Roach",94,120,95,18.6639157087303,1.35092624390995
"F59825","F59898",2022-10-16,"Roach",77,250,428,15.7396124709992,1.08077753896733
"F59825","F59898",2022-10-17,"Roach",41,137,214,17.7330334464072,1.07778104478924
"F59825","F59898",2022-10-18,"Roach",9,100,197,13.0173605412475,1.06853212572001
"F59825","F59898",2022-10-19,"Roach",14,90,178,18.8246094120668,2.0528708562068
"F59825","F59898",2022-10-20,"Roach",45,109,463,13.0260737281809,1.3223170868805
"F59825","F59898",2022-10-21,"Roach",4,198,167,11.1073802646994,2.33571408182711
"F59825","F59898",2022-10-22,"Roach",6,40,31,15.6911809230048,2.19820840711565
"F59825","F59898",2022-10-23,"Roach",29,32,66,14.9753574602112,1.14261987220476
"F59825","F59898",2022-10-24,"Roach",0,0,19,14.6582767904923,6.1881672729849
"F59825","F59898",2022-10-25,"Roach",0,0,7,14.4363796918255,7.67036558497527
"F59825","F59898",2022-10-26,"Roach",0,0,28,21.1486309187156,6.15007540839359
"F59825","F59898",2022-10-27,"Roach",0,5,2,28.0182706433378,3.23072068421907
"F59825","F59898",2022-10-28,"Roach",7,33,67,18.3671324499629,2.30709730775651
"F59825","F59898",2022-10-29,"Roach",0,3,8,25.6347477760935,5.74758459614256
"F59825","F59898",2022-10-30,"Roach",8,61,45,14.2325735864836,1.50583178158497
"F59826","F59894",2022-09-27,"Roach",53,205,458,18.0616358781789,0.473349641015828
"F59826","F59894",2022-09-28,"Roach",68,189,454,19.9921202431611,1.0579970191192
"F59826","F59894",2022-09-29,"Roach",5,75,83,19.0070425409355,2.3870702107084
"F59826","F59894",2022-09-30,"Roach",60,142,156,26.3153047527187,1.38481106730108
"F59826","F59894",2022-10-01,"Roach",47,180,463,18.4319073774622,0.906711586555872
"F59826","F59894",2022-10-02,"Roach",10,36,82,25.2716669152247,1.70675418592469
"F59826","F59894",2022-10-03,"Roach",3,43,128,18.9200582738285,1.00569089418938
"F59826","F59894",2022-10-04,"Roach",0,4,35,24.4280923541766,5.57819110666383
"F59826","F59894",2022-10-05,"Roach",0,25,21,19.4012083080385,4.19934763108659
"F59826","F59894",2022-10-06,"Roach",1,8,39,23.8222957512267,2.57374803210192
"F59826","F59894",2022-10-07,"Roach",0,79,274,14.5303075278406,3.4815677031394
"F59826","F59894",2022-10-08,"Roach",0,0,4,15.7589769791567,8.69050271584926
"F59826","F59894",2022-10-09,"Roach",0,1,53,18.550964807714,5.95978007435196
"F59826","F59894",2022-10-10,"Roach",77,173,363,15.2269052590003,0.523635264760448
"F59826","F59894",2022-10-11,"Roach",23,34,73,22.1261421651369,1.8356430728517
"F59826","F59894",2022-10-12,"Roach",2,12,104,19.9690255865978,2.1181725449152
"F59826","F59894",2022-10-13,"Roach",202,760,361,11.9197703634856,0.471348458437066
"F59826","F59894",2022-10-14,"Roach",0,12,61,16.4383305328615,4.17864578983371
"F59826","F59894",2022-10-15,"Roach",0,2,43,21.1023650299409,5.50354905837547
"F59826","F59894",2022-10-16,"Roach",0,33,70,16.1407323468689,3.97392635490571
"F59826","F59894",2022-10-17,"Roach",1,45,105,17.2551531196489,2.71178120118638
"F59826","F59894",2022-10-18,"Roach",0,11,82,22.1605142313207,4.62652606553573
"F59826","F59894",2022-10-19,"Roach",0,0,0,17.2790537869279,14.0964560506006
"F59826","F59894",2022-10-20,"Roach",0,0,0,17.2463331354495,12.5261353259367
"F59826","F59894",2022-10-21,"Roach",0,4,3,19.6372481482421,3.87157407408418
"F59826","F59894",2022-10-22,"Roach",0,0,3,24.0561083643443,7.44168284156332
"F59826","F59894",2022-10-23,"Roach",0,0,0,18.9350272811923,17.1830919060875
"F59826","F59894",2022-10-24,"Roach",0,0,0,20.6537935602893,14.5992824303194
"F59826","F59894",2022-10-25,"Roach",0,0,0,17.044739929737,10.6335783448369
"F59826","F59894",2022-10-26,"Roach",0,17,77,16.5431719398954,4.72997723054557
"F59826","F59894",2022-10-27,"Roach",0,0,0,19.6341311070689,12.5293689285683
"F59826","F59894",2022-10-28,"Roach",0,0,4,17.0830519366163,7.1852392113137
"F59826","F59894",2022-10-29,"Roach",0,0,0,18.0403261545797,12.252771886176
"F59826","F59894",2022-10-30,"Roach",0,0,16,12.4368204005327,7.57518824681228
"F59826","F59895",2022-09-27,"Roach",114,721,807,12.021901927263,0.723423033162539
"F59826","F59895",2022-09-28,"Roach",0,0,13,31.6985574288724,8.21501946851912
"F59826","F59895",2022-09-29,"Roach",13,75,148,26.8790012799443,2.43456065498904
"F59826","F59895",2022-09-30,"Roach",2,18,79,27.0571515256176,2.93373775087262
"F59826","F59895",2022-10-01,"Roach",28,135,309,18.8345837546004,1.12942324104117
"F59826","F59895",2022-10-02,"Roach",41,197,323,18.992592491454,1.63317861150899
"F59826","F59895",2022-10-03,"Roach",13,83,144,22.3708296840534,1.83800950348206
"F59826","F59895",2022-10-04,"Roach",29,13,27,21.3861919969065,1.19435614721056
"F59826","F59895",2022-10-05,"Roach",8,41,122,21.6181243915842,2.33097371436508
"F59826","F59895",2022-10-06,"Roach",5,17,73,25.4415106916543,1.33293101014312
"F59826","F59895",2022-10-07,"Roach",13,34,48,22.1660239200339,1.14372754273811
"F59826","F59895",2022-10-08,"Roach",0,47,122,20.8261356058594,3.26510458321915
"F59826","F59895",2022-10-09,"Roach",2,11,55,26.6782162067987,1.29191363413385
"F59826","F59895",2022-10-10,"Roach",20,86,121,22.6047402311977,1.48942879983167
"F59826","F59895",2022-10-11,"Roach",24,131,387,12.6314635562564,2.14480407400553
"F59826","F59895",2022-10-12,"Roach",16,133,270,20.204995432323,1.32644873543129
"F59826","F59895",2022-10-13,"Roach",7,75,97,23.8323723277302,2.26247276276696
"F59826","F59895",2022-10-14,"Roach",19,67,80,23.7180163693793,1.82740015814478
"F59826","F59895",2022-10-15,"Roach",9,66,134,16.0093892779366,1.8286564275212
"F59826","F59895",2022-10-16,"Roach",3,37,176,20.005146903721,2.25186932547696
"F59826","F59895",2022-10-17,"Roach",0,107,150,18.859900279208,3.02431456547632
"F59826","F59895",2022-10-18,"Roach",0,63,49,23.0745539366544,3.87097185303556
"F59826","F59895",2022-10-19,"Roach",0,0,0,24.1869544100039,13.6614133537815
"F59826","F59895",2022-10-20,"Roach",0,0,6,19.1686249136492,8.35122903412565
"F59826","F59895",2022-10-21,"Roach",0,6,7,27.6381571796492,4.03785520848941
"F59826","F59895",2022-10-22,"Roach",1,14,14,26.0792174657031,2.64183722854842
"F59826","F59895",2022-10-23,"Roach",0,0,0,23.3398083471383,12.4861613671677
"F59826","F59895",2022-10-24,"Roach",0,0,0,22.1104075369493,14.8550961350996
"F59826","F59895",2022-10-25,"Roach",0,0,0,30.5941061664889,15.1684193244637
"F59826","F59895",2022-10-26,"Roach",8,57,57,25.9617249731362,2.47743176037877
"F59826","F59895",2022-10-27,"Roach",2,13,35,14.966151662825,2.09922367217158
"F59826","F59895",2022-10-28,"Roach",9,11,15,20.7462304212126,2.11057235692963
"F59826","F59895",2022-10-29,"Roach",8,12,12,22.9334757680961,2.44395536490285
"F59826","F59896",2022-09-27,"Roach",2,76,154,19.0864432655986,2.66848979708395
"F59826","F59896",2022-09-28,"Roach",3,33,292,20.4981065315523,2.18462988941829
"F59826","F59896",2022-09-29,"Roach",5,57,155,18.9394216011293,2.20486224020445
"F59826","F59896",2022-09-30,"Roach",111,262,295,16.6507891014009,1.19337113618031
"F59826","F59896",2022-10-01,"Roach",6,115,268,18.281947282892,1.29371862513417
"F59826","F59896",2022-10-02,"Roach",4,35,144,21.2453526175159,1.23791160473387
"F59826","F59896",2022-10-03,"Roach",18,157,241,18.8879512361732,1.00455935604607
"F59826","F59896",2022-10-04,"Roach",12,72,189,20.6459525057115,1.98647125234712
"F59826","F59896",2022-10-05,"Roach",87,247,146,17.0765120355726,0.785024913690416
"F59826","F59896",2022-10-06,"Roach",5,22,32,25.2297035560466,1.44908460196364
"F59826","F59896",2022-10-07,"Roach",22,139,310,19.4957487062875,0.662407528323534
"F59826","F59896",2022-10-08,"Roach",6,42,111,20.1063627225977,2.30998396365851
"F59826","F59896",2022-10-09,"Roach",661,505,239,17.3377976403216,0.598572062093234
"F59826","F59896",2022-10-10,"Roach",61,238,225,19.6460560849389,1.57948459601078
"F59826","F59896",2022-10-11,"Roach",5,102,259,22.0372389192368,1.76245101464838
"F59826","F59896",2022-10-12,"Roach",34,124,186,19.6536478024342,1.11572197474437
"F59826","F59896",2022-10-13,"Roach",24,224,325,20.1010793388445,1.77251439361839
"F59826","F59896",2022-10-14,"Roach",27,66,132,19.0677672166465,0.724689956089874
"F59826","F59896",2022-10-15,"Roach",54,149,192,16.5178689732047,0.90831262270094
"F59826","F59896",2022-10-16,"Roach",0,0,58,16.9942806439545,6.02711903666543
"F59826","F59896",2022-10-17,"Roach",3,66,190,15.8021527523991,1.55066437943308
"F59826","F59896",2022-10-18,"Roach",16,171,1262,9.266385391954,1.60744008366533
"F59826","F59896",2022-10-19,"Roach",10,85,1039,9.74405536334425,0.943896172786009
"F59826","F59896",2022-10-20,"Roach",0,0,0,13.2974449693129,11.420313585726
"F59826","F59896",2022-10-21,"Roach",0,0,0,19.3477053051602,12.3816362476999
"F59826","F59896",2022-10-22,"Roach",0,0,0,21.9497956650245,12.3784077057237
"F59826","F59896",2022-10-23,"Roach",0,0,0,21.2961163089885,21.2961163089885
"F59826","F59896",2022-10-25,"Roach",0,0,0,16.5286125822951,12.3789747510534
"F59826","F59896",2022-10-26,"Roach",0,0,0,16.8777077695197,12.385099978572
"F59826","F59896",2022-10-27,"Roach",0,0,0,17.3358690219038,14.075774357676
"F59826","F59896",2022-10-28,"Roach",0,0,0,16.645880481251,12.3770234070662
"F59826","F59896",2022-10-29,"Roach",5,22,43,18.018084802657,1.5545290923985
"F59826","F59896",2022-10-30,"Roach",0,0,16,16.7622214773794,6.0299486130589
"F59826","F59897",2022-09-27,"Roach",0,0,2,26.6094752604382,7.96702645617705
"F59826","F59897",2022-09-28,"Roach",7,13,21,35.493535756234,1.90300575547058
"F59826","F59897",2022-09-29,"Roach",0,0,2,28.9382159482662,8.17846786708458
"F59826","F59897",2022-09-30,"Roach",0,8,29,28.7962797641057,3.39027335530727
"F59826","F59897",2022-10-01,"Roach",9,18,199,19.0678900312248,2.14816320500687
"F59826","F59897",2022-10-02,"Roach",0,2,23,23.6544121935294,4.70599502608426
"F59826","F59897",2022-10-03,"Roach",11,34,307,19.1705498762643,2.53871163892807
"F59826","F59897",2022-10-04,"Roach",0,31,116,27.4190679874407,3.2882705925482
"F59826","F59897",2022-10-05,"Roach",0,9,28,26.6550999144874,5.21847699201107
"F59826","F59897",2022-10-06,"Roach",0,16,78,21.2549805011493,4.84950349662561
"F59826","F59897",2022-10-07,"Roach",5,109,331,18.2890986352196,1.96842757951346
"F59826","F59897",2022-10-08,"Roach",2,0,30,18.069783686533,2.86392030799584
"F59826","F59897",2022-10-09,"Roach",0,6,65,25.1560739818365,5.25835840013105
"F59826","F59897",2022-10-10,"Roach",0,23,103,25.6418642895611,3.9183961370443
"F59826","F59897",2022-10-11,"Roach",17,127,602,10.9666349944129,1.13645265058593
"F59826","F59897",2022-10-12,"Roach",18,61,85,19.0792857486817,1.69794632895007
"F59826","F59897",2022-10-13,"Roach",306,502,279,11.8095394815743,0.881519661695511
"F59826","F59897",2022-10-14,"Roach",34,83,150,17.6935344185708,0.923373684956656
"F59826","F59897",2022-10-15,"Roach",36,90,168,29.1567162221426,0.547113301749065
"F59826","F59897",2022-10-16,"Roach",148,416,429,13.3430218776318,0.543782407952539
"F59826","F59897",2022-10-17,"Roach",2,15,96,19.8678379799097,2.17388314691994
"F59826","F59897",2022-10-18,"Roach",0,61,49,16.3762065918156,3.19336764961534
"F59826","F59897",2022-10-19,"Roach",7,57,272,16.7665723148153,2.21429639267373
"F59826","F59897",2022-10-20,"Roach",0,0,0,21.7797526332342,15.0492218769136
"F59826","F59897",2022-10-21,"Roach",2,18,30,16.413167450224,2.78364440349978
"F59826","F59897",2022-10-22,"Roach",0,27,41,18.0862116955367,3.17518452803506
"F59826","F59897",2022-10-23,"Roach",0,0,0,18.8259651196224,12.577487476049
"F59826","F59897",2022-10-24,"Roach",0,0,0,22.0143570656729,15.8882591541669
"F59826","F59897",2022-10-25,"Roach",0,0,0,31.4820102300523,12.0253446828734
"F59826","F59897",2022-10-26,"Roach",0,10,36,20.6193283573969,3.32225481572502
"F59826","F59897",2022-10-27,"Roach",0,12,25,16.7900101590914,3.63220642223682
"F59826","F59897",2022-10-28,"Roach",6,16,27,17.7146905436985,1.6163213070385
"F59826","F59897",2022-10-29,"Roach",0,0,6,20.409654899168,6.07875231896467
"F59826","F59897",2022-10-30,"Roach",0,0,0,18.2934102014316,15.4684658408571
"F59826","F59898",2022-09-27,"Roach",0,36,71,18.5214411789127,4.32349407084898
"F59826","F59898",2022-09-28,"Roach",4,22,17,30.6158692308218,1.67087120554013
"F59826","F59898",2022-09-29,"Roach",0,17,40,27.0882792945894,4.53925468186954
"F59826","F59898",2022-09-30,"Roach",0,2,23,32.2356520490801,4.44474944895731
"F59826","F59898",2022-10-01,"Roach",3,32,127,23.0936079316246,1.67101265692072
"F59826","F59898",2022-10-02,"Roach",5,37,134,27.3682948649518,1.67895627114016
"F59826","F59898",2022-10-03,"Roach",6,35,225,21.0148749510421,1.60913224393918
"F59826","F59898",2022-10-04,"Roach",0,16,73,28.5489229011412,4.33708626833112
"F59826","F59898",2022-10-05,"Roach",0,0,14,30.9883787180557,7.0558329718942
"F59826","F59898",2022-10-06,"Roach",2,26,40,27.7645875903776,2.32182141637616
"F59826","F59898",2022-10-07,"Roach",33,205,558,15.2430763335597,1.55869079447652
"F59826","F59898",2022-10-08,"Roach",45,221,814,11.162490646686,0.623425727910756
"F59826","F59898",2022-10-09,"Roach",196,440,269,21.3663399303273,1.049529209407
"F59826","F59898",2022-10-10,"Roach",57,117,170,23.7503546842807,1.04760612667383
"F59826","F59898",2022-10-11,"Roach",16,47,213,20.9272597879052,0.362212640311169
"F59826","F59898",2022-10-12,"Roach",9,9,49,22.8983063003518,0.712419253973792
"F59826","F59898",2022-10-13,"Roach",4,60,268,28.3549499331133,1.29648241133934
"F59826","F59898",2022-10-14,"Roach",63,159,103,28.9691258474336,1.29573822847405
"F59826","F59898",2022-10-15,"Roach",27,63,87,31.0589300517542,0.853840246233462
"F59826","F59898",2022-10-16,"Roach",0,5,15,31.59244685423,4.03381745339537
"F59826","F59898",2022-10-17,"Roach",4,9,50,28.6787197482689,1.73121629315593
"F59826","F59898",2022-10-18,"Roach",0,5,16,17.1117027417359,5.00662258832933
"F59826","F59898",2022-10-19,"Roach",0,0,23,15.4671054357675,6.9315231513289
"F59826","F59898",2022-10-20,"Roach",0,6,113,12.2950950561902,5.13290834963328
"F59826","F59898",2022-10-21,"Roach",0,26,343,17.2730379868495,3.32168920795523
"F59826","F59898",2022-10-22,"Roach",0,20,41,23.110644132235,4.56313804051036
"F59826","F59898",2022-10-23,"Roach",0,0,0,21.7819201913188,12.1530995236896
"F59826","F59898",2022-10-24,"Roach",0,0,0,23.1544292916209,21.0003768556987
"F59826","F59898",2022-10-25,"Roach",0,0,0,13.219476239853,9.42334864689649
"F59826","F59898",2022-10-26,"Roach",8,18,96,17.5203340235428,1.3236797164605
"F59826","F59898",2022-10-27,"Roach",7,87,77,13.9743856819646,1.30295619153271
"F59826","F59898",2022-10-28,"Roach",10,22,23,22.3839659845994,1.38068125705109
"F59826","F59898",2022-10-29,"Roach",7,25,47,29.4687281159651,1.42425898999889
"F59826","F59898",2022-10-30,"Roach",0,0,118,9.50693959802194,6.15173663912809
"F59827","F59894",2022-09-27,"Roach",71,266,377,18.3586870727229,0.334542991036807
"F59827","F59894",2022-09-28,"Roach",244,851,852,11.3278067116903,0.664268326395226
"F59827","F59894",2022-09-29,"Roach",7,96,128,21.1490714141849,2.8213748126967
"F59827","F59894",2022-09-30,"Roach",162,370,321,20.3751742933844,0.672002218205059
"F59827","F59894",2022-10-01,"Roach",76,495,282,15.2267012126248,1.44861137385204
"F59827","F59894",2022-10-02,"Roach",46,137,155,20.5516701054743,1.50621475538148
"F59827","F59894",2022-10-03,"Roach",0,20,82,20.5810243600923,3.31796771037837
"F59827","F59894",2022-10-04,"Roach",1,49,160,15.7899573323304,2.73697689696276
"F59827","F59894",2022-10-05,"Roach",0,21,71,18.8946357006037,3.99382233583444
"F59827","F59894",2022-10-06,"Roach",4,115,251,23.1549678237084,2.01117326924281
"F59827","F59894",2022-10-07,"Roach",0,30,119,20.713058333617,3.95968466921235
"F59827","F59894",2022-10-08,"Roach",0,0,0,21.726509970792,13.41268362012
"F59827","F59894",2022-10-09,"Roach",0,0,14,21.8003313172648,6.89289610130568
"F59827","F59894",2022-10-10,"Roach",4,146,118,21.1113288195836,2.69779521635063
"F59827","F59894",2022-10-11,"Roach",42,100,153,20.7018453084827,1.26994905331475
"F59827","F59894",2022-10-12,"Roach",5,30,77,21.0959420158912,2.33278203251047
"F59827","F59894",2022-10-13,"Roach",3,15,37,18.1634754621757,1.26123965819601
"F59827","F59894",2022-10-14,"Roach",0,4,36,21.5339352500857,4.44600768145455
"F59827","F59894",2022-10-15,"Roach",0,0,12,21.0116561197586,6.75050777634129
"F59827","F59894",2022-10-16,"Roach",0,1,11,21.0675729654529,4.66687898785249
"F59827","F59894",2022-10-17,"Roach",3,10,13,18.0758070998446,2.38448606945838
"F59827","F59894",2022-10-18,"Roach",268,286,108,15.1545511379254,0.93321056497432
"F59827","F59894",2022-10-19,"Roach",0,17,45,19.0782979061568,4.29921427262809
"F59827","F59894",2022-10-20,"Roach",0,0,0,20.1159328425932,10.9571539756398
"F59827","F59894",2022-10-21,"Roach",0,7,0,21.5776091249232,3.31273138375635
"F59827","F59894",2022-10-22,"Roach",0,2,22,24.4366822457741,5.07415338901439
"F59827","F59894",2022-10-23,"Roach",0,0,0,25.3239409417325,13.8909937003502
"F59827","F59894",2022-10-24,"Roach",0,6,103,21.9045763184107,5.58086982746058
"F59827","F59894",2022-10-25,"Roach",0,0,1,16.7182098099083,8.7973403019882
"F59827","F59894",2022-10-26,"Roach",0,0,0,19.4576314611577,10.1074670629838
"F59827","F59894",2022-10-27,"Roach",0,0,0,20.1504686965589,13.7686943923159
"F59827","F59894",2022-10-28,"Roach",0,0,12,16.7940354762474,7.01887010210217
"F59827","F59894",2022-10-29,"Roach",0,0,5,22.763366864575,6.25260140667246
"F59827","F59894",2022-10-30,"Roach",5,27,62,17.1907781968382,1.75744300198717
"F59827","F59895",2022-09-27,"Roach",292,531,1212,12.5068838097656,1.10793241029767
"F59827","F59895",2022-09-28,"Roach",0,273,1204,14.6449577851715,4.30808850185267
"F59827","F59895",2022-09-29,"Roach",13,121,250,22.2061782988975,1.82114450933144
"F59827","F59895",2022-09-30,"Roach",0,16,26,28.7339506484135,3.57127598995654
"F59827","F59895",2022-10-01,"Roach",9,104,176,25.321938570895,1.12864774370858
"F59827","F59895",2022-10-02,"Roach",90,313,475,17.289340250593,1.44619860692332
"F59827","F59895",2022-10-03,"Roach",2,124,355,13.6408961072636,2.95393032385011
"F59827","F59895",2022-10-04,"Roach",6,50,134,19.7624851297314,1.65201112229291
"F59827","F59895",2022-10-05,"Roach",0,12,43,23.9381572467947,3.63693336822701
"F59827","F59895",2022-10-06,"Roach",5,56,104,24.4922680893891,2.21927192535361
"F59827","F59895",2022-10-07,"Roach",10,81,93,20.321822854143,2.65321900751276
"F59827","F59895",2022-10-08,"Roach",16,63,88,26.0792079431844,1.32303633896689
"F59827","F59895",2022-10-09,"Roach",1,63,182,28.6486087876578,2.90568025467913
"F59827","F59895",2022-10-10,"Roach",3,136,568,22.1942901620898,2.57545134584585
"F59827","F59895",2022-10-11,"Roach",0,33,228,20.2495019043583,4.18355639776267
"F59827","F59895",2022-10-12,"Roach",17,86,160,20.1764338936692,1.05678857808125
