"Prey_ID","Pike_ID","Date","Species","encounter_count_high_conf","encounter_count_probable","encounter_count_possible","daily_avg_dist","daily_min_dist"
"F59851","F59896",2022-10-28,"Perch",0,0,0,18.6205542123296,16.9048472314182
"F59851","F59896",2022-10-29,"Perch",0,0,0,24.9741973017374,19.4267890318053
"F59851","F59896",2022-10-30,"Perch",0,0,0,24.9147845818121,23.0483227522569
"F59851","F59897",2022-09-27,"Perch",82,244,256,11.834089549345,1.97027372800302
"F59851","F59897",2022-09-28,"Perch",25,15,52,23.3907889324429,1.78843691892917
"F59851","F59897",2022-09-29,"Perch",0,0,0,19.1943121315581,15.6009434268896
"F59851","F59897",2022-09-30,"Perch",0,0,1,18.7378415903495,8.98162776379084
"F59851","F59897",2022-10-01,"Perch",0,0,0,26.0523079159278,10.8618594296807
"F59851","F59897",2022-10-02,"Perch",0,5,16,23.8581549942654,3.73853113000754
"F59851","F59897",2022-10-03,"Perch",0,0,0,19.1338472041017,10.2380207757154
"F59851","F59897",2022-10-04,"Perch",0,0,0,14.08414977985,12.6069277774038
"F59851","F59897",2022-10-05,"Perch",0,0,45,16.0772635540524,7.34444822321525
"F59851","F59897",2022-10-06,"Perch",0,0,15,27.6042803916134,6.68455159099869
"F59851","F59897",2022-10-07,"Perch",0,0,0,18.9188016431111,9.86151434872234
"F59851","F59897",2022-10-08,"Perch",0,0,0,22.0271587424633,11.9492255202818
"F59851","F59897",2022-10-09,"Perch",0,0,0,18.2139874853852,10.7117342052461
"F59851","F59897",2022-10-10,"Perch",0,0,0,34.0312721793499,16.6408477096172
"F59851","F59897",2022-10-11,"Perch",0,0,0,38.7248345314068,29.4648041130794
"F59851","F59897",2022-10-12,"Perch",0,35,25,28.7898164503741,3.65203179825859
"F59851","F59897",2022-10-13,"Perch",0,0,0,42.4497842929565,25.0467423464173
"F59851","F59897",2022-10-14,"Perch",0,0,0,28.4460255826882,10.2574913074678
"F59851","F59897",2022-10-15,"Perch",0,2,20,25.7597815495471,5.84437606466385
"F59851","F59897",2022-10-16,"Perch",0,0,0,36.9608883945721,11.4348776314418
"F59851","F59897",2022-10-17,"Perch",0,0,4,17.9566988491504,8.54045597088876
"F59851","F59897",2022-10-18,"Perch",0,0,6,24.3684921885852,8.40649429994687
"F59851","F59897",2022-10-19,"Perch",0,0,0,33.0533596679984,10.846487419459
"F59851","F59897",2022-10-20,"Perch",0,0,0,42.6076134125129,33.9258975698777
"F59851","F59897",2022-10-21,"Perch",2,5,13,20.3130992836229,2.43617381337467
"F59851","F59897",2022-10-22,"Perch",0,0,24,17.6470097757163,7.08039258769249
"F59851","F59897",2022-10-23,"Perch",0,0,0,17.2681212353147,11.5797547038171
"F59851","F59897",2022-10-24,"Perch",0,0,0,41.5881260055246,13.3061675677385
"F59851","F59897",2022-10-25,"Perch",0,0,0,38.8385765513743,9.18613357776159
"F59851","F59897",2022-10-26,"Perch",0,21,53,13.6741280871435,3.79961509205835
"F59851","F59897",2022-10-27,"Perch",0,2,2,27.0273130097247,5.87008799031156
"F59851","F59897",2022-10-28,"Perch",0,5,23,18.910580355409,5.58925950904466
"F59851","F59897",2022-10-29,"Perch",0,0,3,22.2269075620529,6.46874898206209
"F59851","F59897",2022-10-30,"Perch",0,14,4,20.7081912544993,4.81792611290325
"F59851","F59898",2022-09-27,"Perch",3,27,121,19.413289435313,1.63335614014864
"F59851","F59898",2022-09-28,"Perch",3,22,73,18.469493539109,1.92457486486736
"F59851","F59898",2022-09-29,"Perch",0,0,0,20.3921854354385,15.9819150448837
"F59851","F59898",2022-09-30,"Perch",0,0,0,19.7079339029209,12.1306469295868
"F59851","F59898",2022-10-01,"Perch",4,10,9,28.3216794064196,2.22661581170108
"F59851","F59898",2022-10-02,"Perch",0,81,33,22.4763448743801,4.36778301540287
"F59851","F59898",2022-10-03,"Perch",30,64,121,14.8338597765027,1.63126394056817
"F59851","F59898",2022-10-04,"Perch",0,0,0,14.8986580477351,11.92842436758
"F59851","F59898",2022-10-05,"Perch",32,58,19,11.3439355341354,2.42526572047504
"F59851","F59898",2022-10-06,"Perch",0,17,454,10.7934174978827,4.50751056621078
"F59851","F59898",2022-10-07,"Perch",14,277,97,14.2539772271531,2.23332365202724
"F59851","F59898",2022-10-08,"Perch",0,0,0,27.0059555053374,15.80125574574
"F59851","F59898",2022-10-09,"Perch",0,0,0,18.2180550298385,11.6778655871471
"F59851","F59898",2022-10-10,"Perch",0,0,0,23.7526763767886,9.3672075543211
"F59851","F59898",2022-10-11,"Perch",0,0,0,28.6039397978817,13.6744524865099
"F59851","F59898",2022-10-12,"Perch",0,0,0,18.4891761329238,13.5675765133024
"F59851","F59898",2022-10-13,"Perch",0,0,0,18.8955361415331,10.8316395351799
"F59851","F59898",2022-10-14,"Perch",0,0,20,17.6622499759865,6.06114553794279
"F59851","F59898",2022-10-15,"Perch",0,0,0,13.8140665685419,9.80941200493756
"F59851","F59898",2022-10-16,"Perch",0,0,0,18.3544441904365,11.8562328292427
"F59851","F59898",2022-10-17,"Perch",0,0,0,16.5596489499827,10.5761266317465
"F59851","F59898",2022-10-18,"Perch",0,0,0,14.2033431446609,9.24635530366561
"F59851","F59898",2022-10-19,"Perch",0,0,11,13.3919680994519,8.50313208562511
"F59851","F59898",2022-10-20,"Perch",0,0,0,15.2184595408298,12.1743657618891
"F59851","F59898",2022-10-21,"Perch",4,19,33,9.74476540274338,2.20485680367867
"F59851","F59898",2022-10-22,"Perch",0,11,30,12.7346159880254,3.08262942246021
"F59851","F59898",2022-10-23,"Perch",0,0,0,17.169907381412,11.2316466088428
"F59851","F59898",2022-10-24,"Perch",0,0,0,15.0098484632533,11.901149109355
"F59851","F59898",2022-10-25,"Perch",0,0,0,15.658014647247,11.0806763641125
"F59851","F59898",2022-10-26,"Perch",0,9,34,17.2742670975315,4.98915657612954
"F59851","F59898",2022-10-27,"Perch",0,0,4,15.2998388193169,8.19269384865711
"F59851","F59898",2022-10-28,"Perch",0,1,8,20.6161284291634,5.03426171012831
"F59851","F59898",2022-10-29,"Perch",8,8,12,32.6025454910444,1.09653470006885
"F59851","F59898",2022-10-30,"Perch",0,0,20,12.4006783683252,7.58888358764862
"F59852","F59894",2022-09-27,"Perch",0,0,0,24.7263418063055,11.7011662271692
"F59852","F59894",2022-09-28,"Perch",113,430,276,14.5751911430542,1.45182554252215
"F59852","F59894",2022-09-29,"Perch",0,0,0,16.2981341562861,9.02299159207109
"F59852","F59894",2022-09-30,"Perch",84,187,290,19.1260197860684,0.753217999339814
"F59852","F59894",2022-10-01,"Perch",0,12,10,26.5861428562418,3.92207973512644
"F59852","F59894",2022-10-02,"Perch",5,66,645,19.1478444058572,1.222313119453
"F59852","F59894",2022-10-03,"Perch",7,28,31,17.2032258761272,1.3972533778885
"F59852","F59894",2022-10-04,"Perch",0,4,64,23.4929458026754,5.79216523462974
"F59852","F59894",2022-10-05,"Perch",0,0,0,18.6938862148313,10.4976571058533
"F59852","F59894",2022-10-06,"Perch",3,4,868,14.2835593125932,2.58778609296717
"F59852","F59894",2022-10-07,"Perch",0,0,0,26.7549079575887,10.9267010793785
"F59852","F59894",2022-10-08,"Perch",0,0,0,18.8783751417031,11.4455389109925
"F59852","F59894",2022-10-09,"Perch",0,0,1,15.4405690166498,8.29686278840394
"F59852","F59894",2022-10-10,"Perch",0,0,3,28.811152032798,7.44144236322274
"F59852","F59894",2022-10-11,"Perch",2,30,17,20.2462602758309,2.50934573415783
"F59852","F59894",2022-10-12,"Perch",0,5,7,16.0950106921294,3.61982702675482
"F59852","F59894",2022-10-13,"Perch",46,108,240,10.3153705140949,1.22147018190392
"F59852","F59894",2022-10-14,"Perch",1,46,334,9.85570368739581,2.75422248452739
"F59852","F59894",2022-10-15,"Perch",0,81,340,12.4690567961762,4.1002600928803
"F59852","F59894",2022-10-16,"Perch",4,24,49,14.2893993481192,1.46516247060321
"F59852","F59894",2022-10-17,"Perch",0,0,0,27.0476058646706,20.8472332471731
"F59852","F59894",2022-10-18,"Perch",0,0,0,34.353932798923,17.7814572825341
"F59852","F59894",2022-10-19,"Perch",0,0,0,28.2269322793155,13.5457396915165
"F59852","F59894",2022-10-20,"Perch",0,0,0,20.2983817451155,12.8448508367367
"F59852","F59894",2022-10-21,"Perch",0,0,1,34.5080596565674,7.43179460235564
"F59852","F59894",2022-10-22,"Perch",0,2,1,27.6060774043968,4.84546687730498
"F59852","F59894",2022-10-23,"Perch",0,0,0,22.2036279923322,13.8007600648824
"F59852","F59894",2022-10-24,"Perch",0,0,9,19.225699123969,6.16928956712409
"F59852","F59894",2022-10-25,"Perch",0,0,1,22.8571258507615,7.7545287471306
"F59852","F59894",2022-10-26,"Perch",0,11,9,16.8476212810657,3.69803878236379
"F59852","F59895",2022-09-27,"Perch",0,0,133,25.4296013894581,6.24565514811598
"F59852","F59895",2022-09-28,"Perch",14,140,180,12.6595510671501,1.6250869666824
"F59852","F59895",2022-09-29,"Perch",55,198,41,16.5472827095761,0.630366364942815
"F59852","F59895",2022-09-30,"Perch",2,39,139,17.9738286565829,1.56164196325075
"F59852","F59895",2022-10-01,"Perch",37,240,407,13.3381560557176,0.798335184671026
"F59852","F59895",2022-10-02,"Perch",25,142,304,23.6591854255627,1.60502013028075
"F59852","F59895",2022-10-03,"Perch",0,0,2,30.7641573032619,8.81158127377329
"F59852","F59895",2022-10-04,"Perch",0,18,23,28.9179334524564,5.44251708153238
"F59852","F59895",2022-10-05,"Perch",0,0,0,26.6205563905935,9.99144861974905
"F59852","F59895",2022-10-06,"Perch",0,20,160,17.0950836646573,3.21003625481795
"F59852","F59895",2022-10-07,"Perch",37,203,306,11.7383099051354,1.86696299222502
"F59852","F59895",2022-10-08,"Perch",9,26,44,16.7128798622095,1.22283218651828
"F59852","F59895",2022-10-09,"Perch",0,0,0,22.8363177350101,10.3651131763403
"F59852","F59895",2022-10-10,"Perch",7,37,140,20.2462332547273,1.96131059082809
"F59852","F59895",2022-10-11,"Perch",2,10,34,23.9141968998707,2.07935135994227
"F59852","F59895",2022-10-12,"Perch",0,4,9,21.5620990130366,3.84827609742927
"F59852","F59895",2022-10-13,"Perch",0,0,30,23.8229636775168,6.00180603855557
"F59852","F59895",2022-10-14,"Perch",2,17,33,20.8931800784428,2.13282365191153
"F59852","F59895",2022-10-15,"Perch",13,128,307,11.4782857574386,0.730541469242803
"F59852","F59895",2022-10-16,"Perch",3,30,33,27.2333325212264,2.36841536389448
"F59852","F59895",2022-10-17,"Perch",2,10,9,24.5463781168433,2.62224800430685
"F59852","F59895",2022-10-18,"Perch",0,0,0,33.9405421596913,25.1564002032744
"F59852","F59895",2022-10-19,"Perch",0,6,16,29.5528986170931,5.10590124321422
"F59852","F59895",2022-10-20,"Perch",0,0,0,21.0233064633466,12.2357741464325
"F59852","F59895",2022-10-21,"Perch",0,0,0,32.3232233128402,17.0396123668852
"F59852","F59895",2022-10-22,"Perch",0,0,0,25.5432576573843,12.3878328824221
"F59852","F59895",2022-10-23,"Perch",0,0,8,25.3006634855412,6.29828924615493
"F59852","F59895",2022-10-24,"Perch",0,22,18,22.0824066561433,3.0665064285035
"F59852","F59895",2022-10-25,"Perch",0,0,0,28.5448737974678,9.89915034517935
"F59852","F59895",2022-10-26,"Perch",0,22,14,16.5965582260004,3.1256732508881
"F59852","F59896",2022-09-27,"Perch",73,326,65,14.987342460657,2.47667063846121
"F59852","F59896",2022-09-28,"Perch",68,219,465,15.5235184313291,1.86081398726792
"F59852","F59896",2022-09-29,"Perch",299,1391,333,7.79094084648418,0.503755530674483
"F59852","F59896",2022-09-30,"Perch",48,191,250,18.084161806085,0.927223806695522
"F59852","F59896",2022-10-01,"Perch",13,129,453,19.0951802282727,1.53117282903777
"F59852","F59896",2022-10-02,"Perch",4,71,140,18.1857175190695,1.59653784033335
"F59852","F59896",2022-10-03,"Perch",29,136,219,17.3786220204824,0.823760152426179
"F59852","F59896",2022-10-04,"Perch",2,4,31,20.299399873983,2.30849075780649
"F59852","F59896",2022-10-05,"Perch",0,158,111,23.4071766577907,3.67374798567535
"F59852","F59896",2022-10-06,"Perch",5,33,182,21.1893087221867,1.28543567730598
"F59852","F59896",2022-10-07,"Perch",2,536,967,12.5034768901302,2.08309618864638
"F59852","F59896",2022-10-08,"Perch",23,272,20,18.5796408683323,2.25253382764309
"F59852","F59896",2022-10-09,"Perch",31,1006,118,14.2205444208695,2.22957540458936
"F59852","F59896",2022-10-10,"Perch",24,61,102,28.3265785081456,1.4242833830692
"F59852","F59896",2022-10-11,"Perch",0,63,204,20.684878920706,3.30393482383144
"F59852","F59896",2022-10-12,"Perch",26,39,81,18.123034406142,1.3579646783994
"F59852","F59896",2022-10-13,"Perch",0,3,51,21.1481644407539,5.53578869080994
"F59852","F59896",2022-10-14,"Perch",0,0,847,11.7204312563468,7.05238273003697
"F59852","F59896",2022-10-15,"Perch",0,20,385,12.2595464442251,3.98190607255741
"F59852","F59896",2022-10-16,"Perch",0,0,5,16.4521577538213,7.21365250481678
"F59852","F59896",2022-10-17,"Perch",0,0,0,22.1596540967601,17.4450864476474
"F59852","F59896",2022-10-18,"Perch",0,0,52,23.0160219178914,6.38886726832404
"F59852","F59896",2022-10-19,"Perch",13,194,98,19.8349084309289,1.87236760595822
"F59852","F59896",2022-10-20,"Perch",0,0,0,17.2948225216183,11.8247413304548
"F59852","F59896",2022-10-21,"Perch",0,0,0,21.1022208929883,13.0210501141878
"F59852","F59896",2022-10-22,"Perch",0,0,0,18.7353692061546,12.7663648447344
"F59852","F59896",2022-10-23,"Perch",0,0,0,18.3563145756235,14.3960173100711
"F59852","F59896",2022-10-24,"Perch",0,0,0,19.2673843558942,14.5985842962645
"F59852","F59896",2022-10-25,"Perch",0,0,0,20.7161006322866,13.054771191938
"F59852","F59896",2022-10-26,"Perch",0,0,0,20.8987079889275,13.0654688221682
"F59852","F59897",2022-09-27,"Perch",7,215,274,9.07890196009605,2.54069983472045
"F59852","F59897",2022-09-28,"Perch",11,156,145,11.0075177094179,0.881584941494988
"F59852","F59897",2022-09-29,"Perch",11,152,194,14.9750246386361,1.59074569055858
"F59852","F59897",2022-09-30,"Perch",0,0,0,26.7479224666357,10.931513580151
"F59852","F59897",2022-10-01,"Perch",0,0,0,28.2503368633708,12.8170081816078
"F59852","F59897",2022-10-02,"Perch",6,67,458,20.5318724092804,1.8557504029931
"F59852","F59897",2022-10-03,"Perch",4,39,121,20.959227998109,2.22374555568539
"F59852","F59897",2022-10-04,"Perch",0,39,92,13.8747513660045,4.29083579536525
"F59852","F59897",2022-10-05,"Perch",0,5,30,19.1190013893517,3.8388324619346
"F59852","F59897",2022-10-06,"Perch",11,271,354,17.245034490232,1.71430599370471
"F59852","F59897",2022-10-07,"Perch",134,404,187,13.328664470762,1.05532103268873
"F59852","F59897",2022-10-08,"Perch",5,9,20,17.6908979087249,1.82925162234545
"F59852","F59897",2022-10-09,"Perch",8,3,5,29.2719673557072,0.804514694482069
"F59852","F59897",2022-10-10,"Perch",2,6,137,24.0210907573203,1.84410116524932
"F59852","F59897",2022-10-11,"Perch",3,89,438,15.9683348522724,2.80799544787601
"F59852","F59897",2022-10-12,"Perch",0,9,96,18.4539950664034,4.06451014257986
"F59852","F59897",2022-10-13,"Perch",14,34,47,13.6051051190195,1.00558942642157
"F59852","F59897",2022-10-14,"Perch",134,367,274,12.1768523082094,0.804865916118276
"F59852","F59897",2022-10-15,"Perch",271,748,166,19.8121256549443,0.5867168168696
"F59852","F59897",2022-10-16,"Perch",0,0,0,20.2239945913937,9.89749464944723
"F59852","F59897",2022-10-17,"Perch",6,30,25,23.2887147134919,2.498255624539
"F59852","F59897",2022-10-18,"Perch",17,171,45,23.0009647072799,2.1225404319922
"F59852","F59897",2022-10-19,"Perch",0,86,128,21.0610246901718,3.28863478570178
"F59852","F59897",2022-10-20,"Perch",0,0,0,21.6841132643153,14.3325716556608
"F59852","F59897",2022-10-21,"Perch",3,74,35,14.6695734007362,2.92470627424586
"F59852","F59897",2022-10-22,"Perch",1,1,7,19.6839101522704,2.44009223364418
"F59852","F59897",2022-10-23,"Perch",0,0,10,29.8137736339262,8.37900050557548
"F59852","F59897",2022-10-24,"Perch",0,0,0,37.1698605447745,11.0971674968414
"F59852","F59897",2022-10-25,"Perch",0,0,1,41.9748599088675,7.03802571889574
"F59852","F59897",2022-10-26,"Perch",0,0,0,27.9377758100672,13.5105659150142
"F59852","F59898",2022-09-27,"Perch",4,88,86,18.4656096471729,1.01103486116238
"F59852","F59898",2022-09-28,"Perch",0,171,461,11.5025567867846,3.04853760765029
"F59852","F59898",2022-09-29,"Perch",4,282,647,14.4707018207954,2.86459407888747
"F59852","F59898",2022-09-30,"Perch",0,0,0,29.2244236920134,10.6971124772252
"F59852","F59898",2022-10-01,"Perch",2,2,6,29.364619315382,1.00315131488295
"F59852","F59898",2022-10-02,"Perch",0,0,0,27.2332962083871,12.8629304269586
"F59852","F59898",2022-10-03,"Perch",9,35,69,21.4975843326522,0.969429561302119
"F59852","F59898",2022-10-04,"Perch",14,12,40,17.0913636531465,2.29572621771862
"F59852","F59898",2022-10-05,"Perch",0,0,128,16.2542191664015,8.38155628481516
"F59852","F59898",2022-10-06,"Perch",9,758,213,11.5770986675538,2.31393675239258
"F59852","F59898",2022-10-07,"Perch",29,668,324,11.4735087834413,1.7750607902102
"F59852","F59898",2022-10-08,"Perch",79,440,186,11.8153839397435,2.47324028685635
"F59852","F59898",2022-10-09,"Perch",0,435,187,20.5806047663369,3.41696641841155
"F59852","F59898",2022-10-10,"Perch",0,0,0,31.243687286412,16.9227412821791
"F59852","F59898",2022-10-11,"Perch",34,183,39,19.6450646613068,2.28963206848089
"F59852","F59898",2022-10-12,"Perch",6,16,61,17.0765766434533,1.45438462872478
"F59852","F59898",2022-10-13,"Perch",0,0,0,31.9750234911482,10.2446913947363
"F59852","F59898",2022-10-14,"Perch",0,0,0,27.5182702186075,20.6317420993384
"F59852","F59898",2022-10-15,"Perch",5,3,5,33.9818168825909,1.39365267848031
"F59852","F59898",2022-10-16,"Perch",9,11,108,23.9966884252237,1.50633007699115
"F59852","F59898",2022-10-17,"Perch",8,288,505,11.7072175112297,2.69821086059582
"F59852","F59898",2022-10-18,"Perch",83,880,563,8.04083394319973,1.161162919517
"F59852","F59898",2022-10-19,"Perch",3,20,69,23.8941856076004,2.1209352286042
"F59852","F59898",2022-10-20,"Perch",0,22,44,21.0168161318227,3.12334584641114
"F59852","F59898",2022-10-21,"Perch",0,23,66,13.9107032447466,4.78300009410167
"F59852","F59898",2022-10-22,"Perch",0,0,17,13.6602302396974,6.15109776788036
"F59852","F59898",2022-10-23,"Perch",13,47,49,10.7789621483414,1.90119937300024
"F59852","F59898",2022-10-24,"Perch",0,0,10,12.2602373024722,6.78845225688431
"F59852","F59898",2022-10-25,"Perch",0,0,0,13.4229258268469,10.8893690619526
"F59852","F59898",2022-10-26,"Perch",0,18,44,15.1029759249088,4.4022301259534
"F59853","F59894",2022-09-27,"Perch",0,0,0,27.2190835053315,11.1716826911961
"F59853","F59894",2022-09-28,"Perch",6,7,32,20.5115570853271,2.50425005178824
"F59853","F59894",2022-09-29,"Perch",0,32,101,21.4087708422927,4.72849589175143
"F59853","F59894",2022-09-30,"Perch",3,55,141,21.9987971189998,2.76291629643505
"F59853","F59894",2022-10-01,"Perch",0,111,272,21.1029692699363,3.4684287242149
"F59853","F59894",2022-10-02,"Perch",0,0,0,22.7289154123731,11.8611329552956
"F59853","F59894",2022-10-03,"Perch",1,180,30,11.4145725123175,2.77294204857139
"F59853","F59894",2022-10-04,"Perch",0,4,33,15.7645543412435,5.20276867805008
"F59853","F59894",2022-10-05,"Perch",0,0,1,30.816089260097,8.60938679378513
"F59853","F59894",2022-10-06,"Perch",2,15,21,17.6641932309936,2.74752482455681
"F59853","F59894",2022-10-07,"Perch",0,0,0,26.4582677457863,14.3848747140991
"F59853","F59894",2022-10-08,"Perch",0,0,0,15.6906165113815,13.8749911398988
"F59853","F59894",2022-10-09,"Perch",1,2,2,16.0995010238059,2.38965658374641
"F59853","F59894",2022-10-10,"Perch",0,0,0,20.3119175659283,14.799770764748
"F59853","F59894",2022-10-11,"Perch",0,0,0,18.1939792877032,14.7295478680018
"F59853","F59894",2022-10-12,"Perch",0,0,0,27.0503440542582,22.4816100597031
"F59853","F59894",2022-10-13,"Perch",0,0,0,29.0881309021737,20.6822097055132
"F59853","F59894",2022-10-14,"Perch",0,0,0,25.3713259284958,18.5520889029452
"F59853","F59894",2022-10-15,"Perch",0,0,0,16.5021173463793,14.2361725731395
"F59853","F59894",2022-10-16,"Perch",0,0,0,20.1168413875444,16.1389240321781
"F59853","F59894",2022-10-17,"Perch",0,0,0,21.7032298033519,17.8211701551139
"F59853","F59894",2022-10-18,"Perch",0,0,0,33.1882407411713,23.5339637960097
"F59853","F59894",2022-10-19,"Perch",0,0,0,30.1355516543613,28.7575924734312
"F59853","F59894",2022-10-20,"Perch",0,0,0,26.2584133952719,24.4404518404711
"F59853","F59894",2022-10-21,"Perch",0,0,0,32.1919637741103,31.1851902079946
"F59853","F59894",2022-10-22,"Perch",0,0,0,30.6019719397877,28.0025794279144
"F59853","F59894",2022-10-23,"Perch",0,0,0,31.993147366255,28.656839565758
"F59853","F59895",2022-09-27,"Perch",0,0,0,24.1051813255006,13.4105647380808
"F59853","F59895",2022-09-28,"Perch",0,0,2,17.1814692353304,8.86748659364613
"F59853","F59895",2022-09-29,"Perch",25,288,185,15.8959362382635,1.37287220757842
"F59853","F59895",2022-09-30,"Perch",58,52,374,16.6184714522313,1.49579118999387
"F59853","F59895",2022-10-01,"Perch",12,39,51,24.9061654339968,1.38001867426902
"F59853","F59895",2022-10-02,"Perch",6,7,50,18.789760176879,2.42453775332723
"F59853","F59895",2022-10-03,"Perch",0,0,0,16.5250482433829,10.8593052609647
"F59853","F59895",2022-10-04,"Perch",0,67,147,16.5152226736109,3.72689884495034
"F59853","F59895",2022-10-05,"Perch",0,0,5,27.4095393899153,6.82991410758002
"F59853","F59895",2022-10-06,"Perch",2,19,20,20.0102886930573,1.66391676072169
"F59853","F59895",2022-10-07,"Perch",0,0,5,18.5260082304266,6.86496133277522
"F59853","F59895",2022-10-08,"Perch",9,16,20,22.5844442306675,2.20091083732694
"F59853","F59895",2022-10-09,"Perch",0,0,6,17.6830731114529,8.82800355824404
"F59853","F59895",2022-10-10,"Perch",0,0,0,22.6552614836384,14.8863598528482
"F59853","F59895",2022-10-11,"Perch",0,0,0,28.8822784808099,21.9781593867006
"F59853","F59895",2022-10-12,"Perch",0,0,0,22.738717872833,14.1782695482113
"F59853","F59895",2022-10-13,"Perch",0,0,0,18.9866512243026,15.4728765411846
"F59853","F59895",2022-10-14,"Perch",0,0,0,20.0095054119071,16.0189959873796
"F59853","F59895",2022-10-15,"Perch",0,0,0,24.3109678202202,16.3461268920212
"F59853","F59895",2022-10-16,"Perch",0,0,0,22.2398436228493,14.5679647083004
"F59853","F59895",2022-10-17,"Perch",0,0,0,17.9504927590852,10.7357002454853
"F59853","F59895",2022-10-18,"Perch",0,0,0,24.1880466583577,18.6721448158466
"F59853","F59895",2022-10-19,"Perch",0,0,0,33.4276702442284,32.8495783062089
"F59853","F59895",2022-10-20,"Perch",0,0,0,18.8708539881996,15.0691297754095
"F59853","F59895",2022-10-21,"Perch",0,0,0,34.9712733924616,33.8799917725844
"F59853","F59895",2022-10-22,"Perch",0,0,0,25.9644342895139,14.2736668512882
"F59853","F59895",2022-10-23,"Perch",0,1,11,28.7571619733852,5.59154323464925
"F59853","F59896",2022-09-27,"Perch",0,14,43,20.6596122858723,4.80570034798394
"F59853","F59896",2022-09-28,"Perch",0,5,15,20.4732715790512,3.40593740496153
"F59853","F59896",2022-09-29,"Perch",214,312,508,11.2487476180093,0.384864868362557
"F59853","F59896",2022-09-30,"Perch",20,331,284,14.403267516563,1.17958270198919
"F59853","F59896",2022-10-01,"Perch",46,70,104,20.5658909771479,1.33728376380025
"F59853","F59896",2022-10-02,"Perch",0,4,3,24.997415012596,4.12119684686237
"F59853","F59896",2022-10-03,"Perch",0,2,128,19.9855276756913,5.027289317305
"F59853","F59896",2022-10-04,"Perch",1,16,47,16.5763548674189,2.32160153977899
"F59853","F59896",2022-10-05,"Perch",0,2,10,20.804741826628,5.49914867247016
"F59853","F59896",2022-10-06,"Perch",6,202,44,14.4134725254564,2.57819860638703
"F59853","F59896",2022-10-07,"Perch",3,5,5,18.4487926171342,2.28209500694951
"F59853","F59896",2022-10-08,"Perch",0,0,1,20.8269687827121,7.9445947691928
"F59853","F59896",2022-10-09,"Perch",17,1309,402,8.53679242801554,2.02756392050932
"F59853","F59896",2022-10-10,"Perch",0,0,0,20.0925016662172,14.2319555832642
"F59853","F59896",2022-10-11,"Perch",0,0,0,17.3290031561443,14.1433152701887
"F59853","F59896",2022-10-12,"Perch",0,0,0,18.2553971740035,14.1460791923544
"F59853","F59896",2022-10-13,"Perch",0,0,0,18.3776991606634,14.1387367110883
"F59853","F59896",2022-10-14,"Perch",0,0,0,19.4990108934796,14.1866093715516
"F59853","F59896",2022-10-15,"Perch",0,0,0,17.95558481827,17.8635248911779
"F59853","F59896",2022-10-16,"Perch",0,0,0,17.9418237325735,17.8762492432791
"F59853","F59896",2022-10-17,"Perch",0,0,0,18.7214614142376,18.3145635888309
"F59853","F59896",2022-10-18,"Perch",0,0,0,17.9791045056676,17.8536376534033
"F59853","F59896",2022-10-19,"Perch",0,0,0,17.9295972501693,17.8401623422439
"F59853","F59896",2022-10-20,"Perch",0,0,0,17.8834093652143,17.8834093652143
"F59853","F59896",2022-10-23,"Perch",0,0,0,19.3811298981118,19.3811298981118
"F59853","F59897",2022-09-27,"Perch",0,57,185,8.86946120245865,3.34243275029494
"F59853","F59897",2022-09-28,"Perch",0,11,102,14.189690485588,5.42675700183954
"F59853","F59897",2022-09-29,"Perch",34,33,103,26.3341185002676,1.43472763458736
"F59853","F59897",2022-09-30,"Perch",0,0,12,25.6691810203807,6.18430904485371
"F59853","F59897",2022-10-01,"Perch",63,191,292,23.3166333540834,1.38391454725606
"F59853","F59897",2022-10-02,"Perch",0,8,63,19.4455049820767,4.41184192124552
"F59853","F59897",2022-10-03,"Perch",0,0,15,18.3174579608809,7.01228633082287
"F59853","F59897",2022-10-04,"Perch",0,0,0,22.7195954599476,16.6449631374727
"F59853","F59897",2022-10-05,"Perch",0,2,1,27.3821854457456,5.42584896693799
"F59853","F59897",2022-10-06,"Perch",4,10,22,19.9670496442817,0.878715657731876
"F59853","F59897",2022-10-07,"Perch",0,0,0,19.2395152479441,14.254963347051
"F59853","F59897",2022-10-08,"Perch",4,13,25,15.7159449866951,0.920310621700871
"F59853","F59897",2022-10-09,"Perch",5,7,10,16.9108277166186,2.54607694449771
"F59853","F59897",2022-10-10,"Perch",0,0,0,23.4176287486831,15.6334312680279
"F59853","F59897",2022-10-11,"Perch",0,0,0,26.8326972321665,18.5214620855229
"F59853","F59897",2022-10-12,"Perch",0,0,0,22.6370258865856,14.3936707682697
"F59853","F59897",2022-10-13,"Perch",0,0,0,29.3658393855386,15.3236061667589
"F59853","F59897",2022-10-14,"Perch",0,0,0,22.1819749923395,14.4114757510338
"F59853","F59897",2022-10-15,"Perch",0,0,0,21.7686296567285,14.5251324153138
"F59853","F59897",2022-10-16,"Perch",0,0,0,26.5078408122683,14.9219610743055
"F59853","F59897",2022-10-17,"Perch",0,0,0,17.0727305594202,14.4257619825225
"F59853","F59897",2022-10-18,"Perch",0,0,0,20.7686395060895,15.4114661750749
"F59853","F59897",2022-10-19,"Perch",0,0,0,22.6520939276175,14.1403231744614
"F59853","F59897",2022-10-20,"Perch",0,0,0,31.8777023549438,27.8836878434642
